CarID,Brand,CarName,Year,Mileage_KM,Engine_CC,FuelType,Transmission,Horsepower,Price_USD
5092,Mercedes-Benz,GLC,2017,136109,3000,Electric,Automatic,394,42568
5093,Tesla,Model Y,2024,19445,1800,Hybrid,Manual,146,15133
5094,Kia,K5,2022,108408,2500,Hybrid,Automatic,162,52989
5095,Hyundai,Tucson,2025,207489,1800,Electric,Manual,221,42617
5096,Hyundai,Elantra,2017,226004,1500,Petrol,Manual,320,37402
5097,BMW,3 Series,2021,125267,1000,Hybrid,Manual,318,40742
5098,Kia,Sportage,2021,112649,1000,Electric,Manual,288,75964
5099,Tesla,Model 3,2025,33412,1000,Hybrid,Automatic,273,88391
5100,BMW,3 Series,2023,138555,1600,Diesel,Automatic,321,80578
5101,Audi,A4,2022,204838,1800,Hybrid,Manual,296,68541
5102,Nissan,Sentra,2020,146422,1600,Electric,Manual,303,52592
5103,Hyundai,Sonata,2022,95757,2500,Petrol,Manual,256,30804
5104,Nissan,Rogue,2024,75623,1600,Electric,Automatic,83,38754
5105,Kia,Sportage,2017,55288,2000,Hybrid,Manual,254,17920
5106,Tesla,Model Y,2021,65799,2000,Diesel,Automatic,242,55532
5107,Hyundai,Elantra,2017,168547,2200,Petrol,Manual,156,22679
5108,Nissan,Rogue,2023,246364,3000,Electric,Manual,127,42856
5109,Toyota,RAV4,2016,164000,3000,Hybrid,Manual,310,46141
5110,Honda,Accord,2025,39915,2200,Diesel,Automatic,252,89033
5111,Tesla,Model Y,2023,185029,1800,Diesel,Manual,303,13465
5112,Hyundai,Sonata,2016,125947,1500,Diesel,Automatic,409,84604
5113,Hyundai,Elantra,2020,16641,1200,Petrol,Automatic,88,42467
5114,Toyota,Corolla,2023,107618,2200,Diesel,Manual,340,56629
5115,Nissan,Rogue,2016,173849,1200,Hybrid,Automatic,187,21241
5116,Hyundai,Sonata,2025,25106,2500,Diesel,Manual,199,17592
5117,Ford,Escape,2025,9504,2000,Diesel,Automatic,408,68005
5118,Audi,A4,2017,70280,1800,Hybrid,Manual,374,41912
5119,Nissan,Altima,2020,118691,3000,Petrol,Automatic,376,63361
5120,Kia,Rio,2021,73119,3000,Electric,Automatic,310,53813
5121,Ford,Fusion,2021,186922,1000,Diesel,Automatic,316,32235
5122,Ford,Escape,2018,50855,1000,Hybrid,Automatic,148,67181
5123,Ford,Fusion,2020,86060,1200,Hybrid,Manual,78,24913
5124,BMW,5 Series,2016,19296,1600,Petrol,Manual,101,70420
5125,Mercedes-Benz,GLC,2018,209488,3000,Diesel,Manual,342,89071
5126,Kia,Rio,2016,232697,1000,Diesel,Manual,181,27712
5127,Kia,Sportage,2019,198089,1000,Electric,Automatic,80,85383
5128,Kia,K5,2022,28956,2000,Hybrid,Manual,246,87712
5129,Kia,K5,2020,228646,1000,Hybrid,Manual,235,72899
5130,Toyota,Corolla,2024,150930,3000,Petrol,Manual,307,79078
5131,Mercedes-Benz,E-Class,2018,155927,2500,Hybrid,Automatic,179,50210
5132,BMW,X3,2018,203925,2500,Petrol,Automatic,215,66268
5133,Honda,Civic,2021,193769,2000,Petrol,Manual,404,53879
5134,BMW,5 Series,2015,126581,1200,Electric,Automatic,381,50077
5135,BMW,3 Series,2025,72409,3000,Petrol,Automatic,342,79129
5136,Tesla,Model 3,2016,188775,1800,Petrol,Automatic,131,64727
5137,Nissan,Sentra,2023,110729,2200,Diesel,Manual,220,52973
5138,Hyundai,Tucson,2018,204261,1500,Hybrid,Automatic,396,55892
5139,Audi,A4,2023,79778,3000,Diesel,Automatic,229,72480
5140,Toyota,Camry,2015,87133,3000,Petrol,Manual,274,84515
5141,Hyundai,Sonata,2018,179098,2500,Petrol,Automatic,323,68441
5142,Mercedes-Benz,C-Class,2023,199490,2500,Hybrid,Automatic,95,37866
5143,Toyota,RAV4,2016,68243,1500,Hybrid,Manual,141,28999
5144,Nissan,Sentra,2019,120644,3000,Diesel,Automatic,101,27241
5145,Tesla,Model Y,2024,122777,1600,Hybrid,Manual,86,38884
5146,Hyundai,Elantra,2023,168626,1500,Diesel,Automatic,321,71571
5147,Audi,Q5,2020,167056,1600,Electric,Manual,122,43219
5148,Toyota,Camry,2016,227075,2500,Petrol,Manual,320,45009
5149,Honda,Accord,2017,136603,2200,Hybrid,Manual,237,39938
5150,Nissan,Sentra,2023,124251,2200,Diesel,Manual,122,15563
5151,Ford,Focus,2024,133853,1600,Hybrid,Manual,424,77834
5152,Hyundai,Tucson,2018,182924,2000,Petrol,Manual,412,55175
5153,Toyota,RAV4,2025,235836,2500,Petrol,Automatic,227,86117
5154,BMW,X3,2020,168297,2500,Petrol,Manual,84,41192
5155,Mercedes-Benz,GLC,2019,212677,1500,Hybrid,Automatic,331,19010
5156,Tesla,Model S,2018,126188,1500,Hybrid,Manual,122,22581
5157,Tesla,Model 3,2017,101060,1800,Hybrid,Automatic,352,34862
5158,Toyota,Camry,2024,215243,1600,Petrol,Automatic,92,57145
5159,BMW,3 Series,2025,11099,3000,Electric,Manual,433,32472
5160,BMW,3 Series,2023,123040,3000,Diesel,Manual,190,87499
5161,Nissan,Sentra,2019,132984,1500,Electric,Automatic,423,16062
5162,Hyundai,Elantra,2025,203079,2200,Electric,Manual,414,55046
5163,Hyundai,Sonata,2021,224043,2000,Hybrid,Automatic,373,54595
5164,Hyundai,Elantra,2017,174611,2200,Diesel,Automatic,134,66143
5165,Kia,K5,2019,104603,1500,Electric,Manual,215,21488
5166,BMW,X3,2022,213156,2000,Petrol,Manual,275,87750
5167,Kia,Sportage,2018,184179,1800,Petrol,Automatic,173,29576
5168,Toyota,Corolla,2025,167954,1600,Petrol,Automatic,100,28839
5169,Hyundai,Sonata,2020,75563,1200,Diesel,Automatic,87,34859
5170,Kia,Rio,2025,196521,2000,Petrol,Automatic,108,58865
5171,Audi,A6,2019,180521,3000,Petrol,Manual,270,69181
5172,Tesla,Model 3,2025,131039,1200,Electric,Automatic,410,51054
5173,Honda,CR-V,2018,102520,2500,Petrol,Automatic,410,67977
5174,Hyundai,Elantra,2016,80428,1800,Petrol,Manual,136,11653
5175,Tesla,Model 3,2020,187442,1500,Petrol,Automatic,178,30813
5176,Ford,Escape,2021,220836,1500,Diesel,Automatic,296,74169
5177,Audi,A6,2016,89436,1200,Petrol,Automatic,351,82538
5178,Toyota,RAV4,2018,103075,1000,Hybrid,Manual,296,17319
5179,Kia,Sportage,2023,73638,1800,Hybrid,Manual,223,62258
5180,Toyota,Camry,2020,136923,2000,Hybrid,Manual,220,83193
5181,Tesla,Model S,2016,74411,1600,Petrol,Manual,281,31271
5182,BMW,3 Series,2024,151421,1200,Hybrid,Automatic,167,52629
5183,Toyota,Corolla,2020,216544,3000,Petrol,Automatic,213,72368
5184,Ford,Escape,2017,63695,3000,Electric,Manual,101,60856
5185,Honda,Accord,2024,198367,1500,Diesel,Automatic,383,59807
5186,Nissan,Rogue,2019,186897,2200,Hybrid,Automatic,355,77009
5187,Toyota,Corolla,2024,249319,1800,Electric,Manual,270,82719
5188,Tesla,Model 3,2018,111000,1600,Hybrid,Manual,129,40520
5189,Mercedes-Benz,C-Class,2023,121426,1200,Electric,Manual,321,88437
5190,BMW,5 Series,2025,126040,1200,Hybrid,Automatic,179,65164
5191,Ford,Fusion,2017,83684,1000,Hybrid,Automatic,105,34690
5192,Kia,K5,2020,65576,3000,Petrol,Manual,306,58059
5193,Tesla,Model Y,2021,56769,3000,Hybrid,Automatic,194,75303
5194,Mercedes-Benz,GLC,2025,67586,2500,Electric,Automatic,219,39495
5195,Tesla,Model Y,2023,230294,1800,Electric,Automatic,198,64702
5196,Mercedes-Benz,E-Class,2017,136945,1500,Electric,Automatic,390,32191
5197,BMW,5 Series,2021,141054,2500,Diesel,Automatic,80,67637
5198,Ford,Focus,2020,33321,1200,Hybrid,Automatic,332,82832
5199,Kia,K5,2018,219637,1800,Hybrid,Manual,436,13522
5200,Mercedes-Benz,E-Class,2019,88511,1200,Hybrid,Automatic,306,46794
5201,Hyundai,Sonata,2024,102361,1500,Electric,Manual,302,14677
5202,Honda,CR-V,2025,175785,1600,Petrol,Manual,370,37507
5203,Honda,Civic,2020,41312,1600,Diesel,Automatic,393,87136
5204,Hyundai,Elantra,2023,29481,2000,Diesel,Manual,196,66895
5205,Toyota,Corolla,2020,147947,1500,Electric,Automatic,272,51880
5206,Honda,Accord,2020,132877,2500,Hybrid,Manual,428,38558
5207,BMW,X3,2021,237785,2200,Petrol,Automatic,330,85617
5208,Tesla,Model S,2017,29745,3000,Electric,Automatic,372,52613
5209,Audi,A4,2016,60959,1500,Electric,Manual,171,48725
5210,BMW,3 Series,2016,229772,1500,Diesel,Manual,414,30973
5211,BMW,5 Series,2024,138118,1200,Electric,Manual,419,58764
5212,BMW,X3,2018,19726,1500,Diesel,Manual,173,20243
5213,Audi,A6,2024,21522,2500,Hybrid,Manual,403,10220
5214,Tesla,Model 3,2024,53764,1800,Electric,Manual,439,52764
5215,BMW,X3,2016,149003,2000,Hybrid,Manual,309,88802
5216,Tesla,Model Y,2025,209697,1600,Hybrid,Manual,210,38027
5217,Ford,Fusion,2016,168834,1600,Hybrid,Automatic,144,61973
5218,Toyota,Corolla,2018,54773,1600,Electric,Manual,321,60929
5219,Ford,Focus,2019,194632,1200,Diesel,Manual,290,73039
5220,Hyundai,Sonata,2022,29145,1200,Petrol,Manual,251,78992
5221,Audi,A6,2019,84514,3000,Hybrid,Manual,348,28353
5222,Toyota,RAV4,2016,13314,3000,Hybrid,Automatic,141,72233
5223,Ford,Fusion,2020,183378,1000,Petrol,Manual,208,40284
5224,Kia,K5,2016,145607,1000,Diesel,Automatic,349,25840
5225,Mercedes-Benz,E-Class,2023,190471,1200,Hybrid,Automatic,356,34483
5226,Nissan,Altima,2024,40944,1800,Hybrid,Automatic,262,88639
5227,Honda,CR-V,2025,136159,1500,Hybrid,Automatic,394,83974
5228,Hyundai,Tucson,2021,143579,1500,Diesel,Manual,371,66909
5229,Nissan,Rogue,2024,58628,2200,Diesel,Automatic,146,55089
5230,Honda,Civic,2020,117979,1600,Electric,Automatic,387,50064
5231,Mercedes-Benz,C-Class,2024,60946,1000,Diesel,Manual,219,56325
5232,Honda,CR-V,2023,227813,1600,Electric,Manual,378,33476
5233,BMW,5 Series,2025,143673,3000,Electric,Manual,236,16146
5234,Hyundai,Tucson,2020,152497,2500,Hybrid,Manual,434,72947
5235,Tesla,Model 3,2018,127947,1500,Diesel,Manual,128,41839
5236,Hyundai,Sonata,2023,100106,3000,Diesel,Automatic,282,65068
5237,Tesla,Model Y,2015,237627,1600,Hybrid,Automatic,185,47639
5238,Audi,A4,2020,227369,3000,Diesel,Automatic,218,44927
5239,Hyundai,Elantra,2016,169791,1600,Hybrid,Manual,264,78754
5240,Ford,Escape,2017,217928,2000,Diesel,Manual,175,35684
5241,Ford,Fusion,2025,38154,1200,Hybrid,Automatic,247,39542
5242,BMW,X3,2017,78729,2000,Diesel,Manual,179,28273
5243,Honda,Civic,2023,13592,2200,Petrol,Manual,419,11652
5244,Honda,Accord,2023,152606,1500,Electric,Automatic,397,16248
5245,Mercedes-Benz,E-Class,2024,228777,1200,Electric,Manual,249,52102
5246,Toyota,Camry,2017,64386,3000,Diesel,Manual,243,70758
5247,BMW,3 Series,2025,217289,1200,Electric,Automatic,142,12903
5248,Nissan,Rogue,2017,151978,2200,Electric,Manual,196,66232
5249,Audi,A6,2023,205040,1200,Petrol,Automatic,289,57687
5250,Mercedes-Benz,C-Class,2015,102756,1800,Hybrid,Automatic,289,29187
5251,Honda,Civic,2017,154744,1600,Electric,Manual,183,82371
5252,Ford,Fusion,2016,34235,2000,Petrol,Automatic,283,57659
5253,Hyundai,Tucson,2020,88609,1600,Electric,Automatic,82,48689
5254,Tesla,Model 3,2015,140927,2500,Diesel,Automatic,272,61999
5255,Nissan,Sentra,2017,85932,3000,Diesel,Automatic,211,49272
5256,Ford,Focus,2023,212656,1000,Diesel,Automatic,222,10536
5257,Nissan,Rogue,2020,7259,1800,Diesel,Manual,261,23510
5258,Tesla,Model Y,2020,28882,1600,Petrol,Manual,281,80046
5259,Kia,Rio,2022,140836,2500,Petrol,Manual,316,68498
5260,Toyota,Corolla,2018,27940,2000,Petrol,Manual,243,27129
5261,Tesla,Model Y,2018,141308,1600,Petrol,Manual,349,87912
5262,Toyota,RAV4,2020,59914,3000,Hybrid,Automatic,241,50378
5263,Audi,A4,2025,121130,1200,Electric,Automatic,90,18873
5264,Ford,Escape,2016,137306,1500,Petrol,Manual,259,32985
5265,Honda,Civic,2025,223028,1200,Hybrid,Manual,420,11886
5266,Audi,Q5,2023,215872,1000,Hybrid,Manual,313,53380
5267,Nissan,Sentra,2020,96186,1600,Hybrid,Manual,216,13426
5268,Mercedes-Benz,C-Class,2016,26963,3000,Petrol,Manual,97,56358
5269,Audi,A6,2021,139856,1500,Diesel,Automatic,222,39041
5270,BMW,X3,2023,190981,1800,Diesel,Automatic,383,57593
5271,Hyundai,Tucson,2015,232194,2200,Petrol,Manual,268,40125
5272,BMW,3 Series,2020,106026,1500,Electric,Manual,110,48690
5273,Honda,CR-V,2021,173730,2200,Petrol,Manual,385,69630
5274,Toyota,RAV4,2022,73516,3000,Hybrid,Automatic,286,52902
5275,Kia,Rio,2024,136838,2000,Electric,Manual,163,76927
5276,Tesla,Model 3,2016,192948,2500,Electric,Manual,361,70031
5277,Hyundai,Sonata,2025,43623,1000,Diesel,Manual,440,22417
5278,Mercedes-Benz,C-Class,2020,207963,1000,Electric,Automatic,231,65395
5279,Hyundai,Sonata,2017,131972,2500,Electric,Manual,249,27750
5280,Kia,Sportage,2023,126946,2200,Diesel,Manual,170,49800
5281,Kia,Sportage,2019,173679,3000,Diesel,Manual,178,13248
5282,BMW,X3,2023,67882,3000,Diesel,Manual,378,12160
5283,Hyundai,Sonata,2017,144443,3000,Diesel,Automatic,192,68728
5284,Kia,K5,2023,220828,1000,Diesel,Automatic,206,49160
5285,BMW,5 Series,2025,166376,1500,Hybrid,Manual,76,47191
5286,Hyundai,Sonata,2018,43886,3000,Petrol,Manual,369,66814
5287,Tesla,Model Y,2018,24167,1800,Hybrid,Manual,289,73769
5288,Honda,Civic,2024,234558,2200,Hybrid,Manual,161,78018
5289,Honda,CR-V,2017,209308,1000,Diesel,Manual,81,79535
5290,Kia,Sportage,2015,86509,1500,Electric,Automatic,289,74940
5291,Mercedes-Benz,C-Class,2019,193223,1500,Hybrid,Automatic,372,44233
5292,Kia,K5,2015,67535,3000,Electric,Manual,167,63536
5293,Mercedes-Benz,C-Class,2025,244275,1500,Petrol,Automatic,214,34523
5294,BMW,3 Series,2016,179952,1800,Electric,Manual,383,60696
5295,Hyundai,Sonata,2022,52813,1200,Hybrid,Automatic,316,51961
5296,BMW,3 Series,2016,116111,1500,Hybrid,Manual,338,46494
5297,Nissan,Rogue,2025,192433,2000,Hybrid,Automatic,235,49339
5298,Tesla,Model S,2018,215948,3000,Diesel,Manual,390,42845
5299,Toyota,RAV4,2020,188624,1000,Petrol,Manual,120,50900
5300,Honda,CR-V,2023,45525,1800,Hybrid,Automatic,433,85514
5301,Tesla,Model Y,2023,158931,1000,Petrol,Manual,436,60486
5302,Ford,Focus,2015,215259,1500,Hybrid,Automatic,354,43165
5303,Mercedes-Benz,C-Class,2020,247081,1200,Diesel,Automatic,174,72635
5304,Toyota,RAV4,2015,32289,1800,Diesel,Manual,95,81387
5305,Mercedes-Benz,C-Class,2015,104907,3000,Diesel,Automatic,315,17744
5306,Nissan,Rogue,2015,106539,3000,Petrol,Manual,301,71796
5307,Ford,Focus,2020,128289,1500,Hybrid,Manual,431,30917
5308,Kia,Rio,2015,119022,2000,Electric,Automatic,284,16777
5309,BMW,5 Series,2024,119553,1000,Petrol,Manual,402,81193
5310,Kia,K5,2017,144374,3000,Petrol,Manual,373,32638
5311,Kia,Rio,2018,92868,1500,Electric,Manual,203,88155
5312,Mercedes-Benz,C-Class,2017,97109,1600,Hybrid,Manual,441,26049
5313,Audi,Q5,2024,10955,2500,Hybrid,Manual,116,64282
5314,BMW,5 Series,2025,143777,1800,Petrol,Manual,104,69319
5315,BMW,X3,2019,244825,1600,Electric,Automatic,300,59283
5316,Audi,A6,2017,92040,2200,Electric,Manual,348,57288
5317,Ford,Focus,2015,170917,1200,Diesel,Manual,103,48869
5318,Nissan,Altima,2022,200745,2200,Electric,Automatic,423,46416
5319,Audi,Q5,2016,123099,2200,Hybrid,Manual,271,30137
5320,Nissan,Rogue,2023,49844,1800,Hybrid,Automatic,83,82213
5321,Hyundai,Tucson,2024,23365,1500,Petrol,Automatic,366,11130
5322,Nissan,Sentra,2025,189171,1800,Diesel,Automatic,148,84706
5323,BMW,5 Series,2019,237737,2500,Electric,Automatic,116,27847
5324,Hyundai,Sonata,2020,29276,1500,Diesel,Manual,247,48316
5325,BMW,X3,2023,120509,1600,Hybrid,Automatic,122,68857
5326,BMW,3 Series,2023,213224,1000,Diesel,Manual,78,42022
5327,Tesla,Model 3,2025,238348,2000,Hybrid,Manual,99,65950
5328,BMW,5 Series,2021,118814,1600,Hybrid,Manual,117,33910
5329,Hyundai,Elantra,2017,49528,2200,Hybrid,Manual,363,49338
5330,Tesla,Model S,2018,110282,1200,Diesel,Automatic,168,81747
5331,Toyota,RAV4,2020,73297,1200,Petrol,Manual,142,83688
5332,Kia,Rio,2021,206634,2200,Electric,Automatic,224,55431
5333,Nissan,Altima,2023,23790,1600,Diesel,Automatic,155,59354
5334,Toyota,Camry,2019,228860,2500,Hybrid,Automatic,397,50889
5335,Audi,A6,2024,153530,1200,Electric,Manual,205,10704
5336,Hyundai,Sonata,2022,154790,1200,Diesel,Manual,255,39699
5337,Hyundai,Elantra,2018,46197,1600,Hybrid,Manual,448,31855
5338,Hyundai,Sonata,2017,177760,2500,Electric,Manual,77,12151
5339,Ford,Escape,2016,171460,3000,Electric,Automatic,130,36247
5340,Toyota,RAV4,2023,107805,1000,Electric,Manual,154,49239
5341,BMW,X3,2025,236827,1200,Electric,Automatic,88,25197
5342,Ford,Escape,2017,177139,1000,Diesel,Automatic,408,35010
5343,Mercedes-Benz,E-Class,2024,40459,1800,Petrol,Automatic,226,83899
5344,Hyundai,Tucson,2017,177051,2500,Electric,Automatic,304,68689
5345,Toyota,RAV4,2016,207754,2000,Petrol,Manual,447,41728
5346,Mercedes-Benz,GLC,2020,33582,2500,Hybrid,Automatic,159,47919
5347,Toyota,Camry,2018,61368,2000,Electric,Automatic,394,66316
5348,Tesla,Model 3,2025,242913,1000,Electric,Manual,154,84054
5349,BMW,5 Series,2017,112386,3000,Hybrid,Manual,431,39210
5350,BMW,5 Series,2018,167344,2200,Diesel,Manual,354,62576
5351,Ford,Focus,2025,80488,1600,Diesel,Manual,420,29330
5352,Ford,Escape,2024,246007,2500,Diesel,Automatic,177,32558
5353,Ford,Focus,2016,233640,1500,Electric,Automatic,81,66791
5354,Ford,Fusion,2015,182928,1000,Electric,Automatic,397,65268
5355,Kia,Rio,2019,181285,1600,Diesel,Manual,218,87716
5356,Honda,Civic,2022,153221,1500,Hybrid,Automatic,245,44999
5357,Nissan,Sentra,2025,153248,1800,Diesel,Automatic,334,46786
5358,Audi,A4,2020,179707,1500,Hybrid,Manual,215,70898
5359,Nissan,Altima,2017,25872,1200,Petrol,Manual,239,31810
5360,Nissan,Rogue,2022,161612,1500,Electric,Automatic,89,14525
5361,Ford,Escape,2025,245781,1500,Diesel,Automatic,125,34405
5362,Nissan,Sentra,2017,26814,1600,Petrol,Automatic,193,68509
5363,Nissan,Rogue,2024,232998,2200,Diesel,Automatic,291,78360
5364,Tesla,Model S,2018,58106,1000,Electric,Automatic,271,56149
5365,Toyota,Corolla,2021,103277,2200,Diesel,Manual,226,35004
5366,Audi,Q5,2021,102849,1000,Electric,Manual,332,64709
5367,Kia,Sportage,2016,42263,3000,Hybrid,Manual,438,83422
5368,BMW,5 Series,2022,153976,2000,Electric,Manual,82,88734
5369,Nissan,Altima,2018,33329,1600,Electric,Automatic,339,74829
5370,Toyota,RAV4,2023,242681,3000,Diesel,Automatic,236,58127
5371,Honda,Accord,2021,174158,1000,Diesel,Automatic,319,21403
5372,BMW,3 Series,2020,116907,2500,Diesel,Automatic,425,46351
5373,Nissan,Sentra,2023,131315,1800,Petrol,Manual,350,81621
5374,BMW,X3,2024,176151,1000,Petrol,Automatic,159,86222
5375,Ford,Fusion,2017,131119,1800,Diesel,Manual,399,61114
5376,Mercedes-Benz,E-Class,2021,41836,1000,Electric,Manual,390,41229
5377,Mercedes-Benz,GLC,2018,171175,1200,Electric,Automatic,433,23928
5378,Nissan,Sentra,2021,19339,2000,Electric,Manual,391,48375
5379,BMW,3 Series,2019,209934,2500,Petrol,Manual,391,26017
5380,Hyundai,Elantra,2016,42962,2200,Electric,Automatic,101,22604
5381,Ford,Fusion,2020,145774,1600,Electric,Manual,372,63751
5382,Toyota,RAV4,2024,234623,2500,Electric,Automatic,346,24030
5383,BMW,X3,2018,219762,1200,Hybrid,Automatic,115,10492
5384,Hyundai,Elantra,2023,87804,2000,Electric,Manual,92,82686
5385,Hyundai,Elantra,2021,231382,2200,Petrol,Manual,201,88972
5386,Ford,Focus,2025,36962,3000,Diesel,Automatic,186,16581
5387,Mercedes-Benz,GLC,2020,171528,1200,Electric,Automatic,379,53337
5388,Toyota,RAV4,2023,94503,2000,Diesel,Manual,284,33279
5389,BMW,3 Series,2015,240400,1200,Hybrid,Manual,374,52826
5390,Nissan,Altima,2020,182113,2500,Hybrid,Automatic,188,34664
5391,Nissan,Sentra,2025,224931,1200,Diesel,Manual,321,19315
5392,Hyundai,Elantra,2024,230507,1600,Petrol,Automatic,335,15080
5393,Toyota,RAV4,2019,7557,3000,Hybrid,Manual,82,89109
5394,Toyota,Camry,2019,91765,2200,Petrol,Manual,71,31368
5395,Toyota,Camry,2016,78615,1800,Diesel,Automatic,365,65547
5396,Honda,Civic,2017,205205,3000,Diesel,Automatic,329,15091
5397,Kia,Sportage,2021,83450,1000,Hybrid,Automatic,214,56428
5398,BMW,3 Series,2016,140972,1800,Diesel,Manual,164,72752
5399,Tesla,Model 3,2017,212540,1800,Diesel,Manual,307,15826
5400,BMW,X3,2021,51375,2200,Electric,Manual,144,53861
5401,Hyundai,Elantra,2021,19605,1000,Electric,Manual,373,28501
5402,Kia,Rio,2022,159908,1000,Diesel,Manual,100,52713
5403,Hyundai,Sonata,2019,71856,2200,Electric,Manual,374,85563
5404,Hyundai,Elantra,2018,88852,1200,Diesel,Manual,417,43949
5405,Honda,Accord,2019,84051,1600,Diesel,Manual,446,54118
5406,Kia,Rio,2015,91687,3000,Hybrid,Manual,417,12527
5407,Kia,Rio,2016,113886,2000,Electric,Automatic,142,15643
5408,Mercedes-Benz,C-Class,2021,18964,1200,Electric,Manual,124,60261
5409,Hyundai,Tucson,2020,61769,2200,Electric,Automatic,395,63860
5410,Toyota,RAV4,2020,173617,2200,Hybrid,Automatic,407,36249
5411,Honda,Accord,2016,96102,1800,Petrol,Manual,104,32097
5412,Toyota,Corolla,2023,8316,2500,Hybrid,Manual,444,58660
5413,Hyundai,Elantra,2023,121776,2000,Diesel,Manual,397,75984
5414,Mercedes-Benz,E-Class,2020,184803,2200,Electric,Manual,417,46644
5415,Nissan,Altima,2025,22565,1500,Hybrid,Automatic,420,10540
5416,Hyundai,Tucson,2025,188217,3000,Diesel,Automatic,396,79294
5417,Hyundai,Sonata,2025,195302,1600,Hybrid,Automatic,388,56569
5418,Nissan,Altima,2018,73004,1600,Diesel,Automatic,245,77274
5419,Tesla,Model Y,2021,9051,2200,Electric,Manual,108,57560
5420,Honda,Accord,2018,130682,1200,Diesel,Manual,145,55066
5421,Nissan,Altima,2024,57571,2000,Electric,Automatic,312,68023
5422,Mercedes-Benz,GLC,2015,239757,2200,Electric,Automatic,135,71357
5423,BMW,X3,2025,64839,3000,Hybrid,Manual,431,53036
5424,Ford,Focus,2020,171603,1800,Diesel,Automatic,161,21137
5425,Nissan,Altima,2015,202689,1500,Hybrid,Manual,406,87038
5426,Tesla,Model Y,2025,129287,1000,Petrol,Automatic,429,62955
5427,Mercedes-Benz,E-Class,2015,66285,1200,Diesel,Automatic,105,41122
5428,BMW,X3,2022,55023,1200,Petrol,Automatic,80,68853
5429,Tesla,Model Y,2025,193640,2000,Diesel,Automatic,449,14145
5430,Tesla,Model S,2019,42975,1200,Petrol,Automatic,399,33015
5431,Hyundai,Tucson,2024,214162,2200,Diesel,Automatic,361,62473
5432,Hyundai,Tucson,2017,6190,2000,Electric,Manual,190,45353
5433,Mercedes-Benz,C-Class,2022,218980,2200,Petrol,Manual,175,86299
5434,BMW,X3,2019,74239,1000,Diesel,Automatic,94,37415
5435,Mercedes-Benz,GLC,2019,31596,2200,Hybrid,Automatic,153,49578
5436,Ford,Escape,2019,132502,2500,Petrol,Automatic,391,19676
5437,Tesla,Model 3,2021,59319,1500,Petrol,Manual,429,73471
5438,Ford,Focus,2025,80042,2200,Electric,Manual,283,49927
5439,Toyota,Camry,2018,245768,1500,Hybrid,Manual,439,26235
5440,Tesla,Model S,2015,88695,2200,Petrol,Manual,448,36545
5441,Honda,Civic,2025,193431,2000,Diesel,Manual,196,24361
5442,Mercedes-Benz,GLC,2018,135307,1500,Hybrid,Automatic,419,61595
5443,Audi,A6,2023,92363,3000,Hybrid,Automatic,150,20062
5444,Audi,A6,2025,5257,1500,Hybrid,Manual,110,68227
5445,Kia,K5,2021,57395,1500,Petrol,Automatic,139,35402
5446,Kia,Rio,2024,170676,1800,Diesel,Automatic,391,70196
5447,Ford,Fusion,2022,151108,1200,Hybrid,Automatic,257,41853
5448,Ford,Focus,2021,85157,3000,Hybrid,Automatic,287,52135
5449,Nissan,Sentra,2016,147184,2500,Electric,Automatic,192,82584
5450,Honda,CR-V,2025,85351,2000,Diesel,Manual,356,23656
5451,Audi,Q5,2016,38970,2500,Electric,Automatic,346,32679
5452,Hyundai,Tucson,2024,125566,1800,Diesel,Automatic,270,79377
5453,Mercedes-Benz,GLC,2017,89511,3000,Hybrid,Automatic,352,84925
5454,Tesla,Model 3,2023,41525,2200,Diesel,Automatic,110,56216
5455,Toyota,Corolla,2021,53325,1800,Electric,Manual,94,76494
5456,Nissan,Sentra,2018,200006,1200,Petrol,Automatic,249,44363
5457,Nissan,Rogue,2023,189738,2500,Electric,Automatic,283,58803
5458,BMW,5 Series,2015,85185,2500,Electric,Automatic,171,42310
5459,Audi,A6,2023,45922,2200,Electric,Manual,229,85809
5460,Kia,Rio,2020,152457,1800,Diesel,Manual,108,87102
5461,Nissan,Rogue,2021,9805,2200,Petrol,Automatic,104,77697
5462,Toyota,RAV4,2024,24132,1500,Electric,Manual,419,42371
5463,Hyundai,Elantra,2016,99712,2500,Petrol,Manual,279,57197
5464,Honda,Accord,2025,179159,1600,Petrol,Automatic,427,60135
5465,Nissan,Rogue,2024,51906,3000,Hybrid,Manual,445,71314
5466,Mercedes-Benz,C-Class,2020,136201,3000,Hybrid,Manual,138,44993
5467,BMW,3 Series,2015,134230,2500,Electric,Automatic,260,71350
5468,Honda,Civic,2018,13651,1800,Diesel,Automatic,242,61048
5469,Toyota,RAV4,2019,222930,3000,Petrol,Manual,412,86246
5470,Audi,Q5,2018,167620,2200,Petrol,Automatic,234,31893
5471,Hyundai,Tucson,2016,248309,1800,Electric,Automatic,181,33321
5472,Mercedes-Benz,GLC,2017,22255,2500,Petrol,Automatic,88,33047
5473,Audi,Q5,2019,26145,2000,Diesel,Automatic,224,32973
5474,Audi,Q5,2018,118669,1600,Diesel,Manual,382,27522
5475,BMW,X3,2021,76345,1200,Diesel,Automatic,109,36933
5476,Honda,CR-V,2016,91545,1500,Petrol,Automatic,166,57153
5477,Toyota,Camry,2025,31574,1000,Hybrid,Manual,195,76577
